device_id,timestamp,alarm_class,absolulte_barometric_pressure,absolute_load_value,absolute_throttle_position_b,absolute_throttle_position_d,absolute_throttle_position_e,acceleration_x,acceleration_y,acceleration_z,actual_engin___percent_torque,air_intake_temperature,ambient_air_temperature,calculated_engine_load,catalyst_temperature_bank_1_sensor_1,commanded_evaporative_purge,commanded_throttle_actuator,control_module_voltage,distance_traveled_since_codes_cleared,distance_traveled_with_mil_on,driver's_demand_engin___percent_torque,engine_coolant_temperature,engine_reference_torque,engine_rpm,external_battery,fuel_air_commanded_equivalence_rate,fuel_rail_gauge_pressure,fuel_system_status,fuel_tank_level_input,fuel_type,hardware_status,idling,ignition_status,intake_manifold_absolute_pressure,internal_battery,long_term_fuel_trim_bank_1,maf_air_flow_rate,monitor_status_since_dtcs_cleared,monitor_status_this_drive_cycle,obd_standards_this_vehicle_conforms_to,oxygen_sensor_1___ab:_fuel_air_equivalence_ratio,oxygen_sensor_1___b:_short_term_fuel_trim,oxygen_sensor_2___b:_short_term_fuel_trim,oxygen_sensors_present_in_2_banks,pidnamenotavailable,relative_throttle_position,run_time_since_engine_start,short_term_fuel_trim_bank_1,throttle_position,timing_advance,towing,speed_kmh,warm_ups_since_codes_cleared,lat,lng,altitude,is_idle,driver_score,hour,day_of_week,date,aggressive_throttle
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:07:54,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,39.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330119,74.74409,15.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:08:04,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,38.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330077,74.74422,19.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:08:11,3,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,38.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,96.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330119,74.74409,15.0,0,85.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:08:14,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,38.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330077,74.74422,19.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:08:14,5,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,38.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330077,74.74422,19.0,0,75.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:08:20,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,39.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330077,74.74422,19.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:08:35,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,39.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330119,74.74409,15.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:09:15,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,39.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330077,74.74422,19.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:09:15,5,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,38.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330077,74.74422,19.0,0,75.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:10:12,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,37.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330119,74.74409,15.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:10:15,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,37.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330077,74.74422,19.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:10:15,5,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,38.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330077,74.74422,19.0,0,75.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:11:16,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,37.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330077,74.74422,19.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:11:16,5,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,38.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330077,74.74422,19.0,0,75.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:12:17,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,37.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330077,74.74422,19.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:12:17,5,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,38.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330077,74.74422,19.0,0,75.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:12:19,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,38.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330119,74.74409,15.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:12:24,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,39.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330119,74.74409,15.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:12:29,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,39.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330119,74.74409,15.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:12:50,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,38.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330077,74.74422,19.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:13:17,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,38.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330077,74.74422,19.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:13:17,5,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,38.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330077,74.74422,19.0,0,75.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:13:25,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,37.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330119,74.74409,15.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:13:30,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,39.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330077,74.74422,19.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:13:35,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,39.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330119,74.74409,15.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:13:56,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,37.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330119,74.74409,15.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:14:18,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,37.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330077,74.74422,19.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:14:18,5,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,38.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330077,74.74422,19.0,0,75.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:15:19,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,37.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330077,74.74422,19.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:15:19,5,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,38.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330077,74.74422,19.0,0,75.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:15:39,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,38.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330077,74.74422,19.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:15:44,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,39.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330119,74.74409,15.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:15:49,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,39.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330119,74.74409,15.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:16:00,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,37.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330119,74.74409,15.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:16:19,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,37.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330077,74.74422,19.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:16:19,5,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,38.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330077,74.74422,19.0,0,75.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:16:20,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,38.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330119,74.74409,15.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:16:25,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,39.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330077,74.74422,19.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:16:30,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,39.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330119,74.74409,15.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:16:46,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,38.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330119,74.74409,15.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:17:01,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,38.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330119,74.74409,15.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:17:06,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,39.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330119,74.74409,15.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:17:11,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,39.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330077,74.74422,19.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:17:20,0,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,39.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330077,74.74422,19.0,0,100.0,13,0,2020-08-17,0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 13:17:20,5,100.0,30.0,15.0,20.0,9.5,0.5999999,-8.6,3.75,25.0,60.0,20.0,30.0,570.0,0.0,6.0,14.0,65520.0,0.0,40.0,85.0,120.0,1150.0,38.0,1.1,30000.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,94.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,13.33011,5.0,240.0,0.0,20.0,20.0,0.0,25.0,255.0,13.330077,74.74422,19.0,0,75.0,13,0,2020-08-17,0
